month,member_casual,rideable_type,day_type,day_of_week,time_of_day,length_distro_min,ride_count,sum_ride_length_sec
April 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,11 - 20,656,579256
April 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,31,82302
April 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,60+,3,102361
December 2023,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,51 - 60,5,16678
December 2023,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,11 - 20,453,395671
December 2023,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,44,38800
December 2023,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,60+,2,45591
September 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,31 - 40,69,145268
September 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,31 - 40,116,246422
October 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,845,753100
June 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,26,53849
May 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,1077,986818
March 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,21 - 30,79,116962
March 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,51 - 60,0,0
March 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,60+,11,96694
March 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,345,310241
March 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,11 - 20,412,364658
March 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,21 - 30,169,256352
January 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,60+,1,16634
January 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,11 - 20,121,107544
January 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,21 - 30,245,371677
July 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,0 - 10,2466,954186
July 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,21 - 30,167,246986
July 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,60+,16,91089
February 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,31 - 40,13,27572
April 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,31 - 40,26,54794
April 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,31 - 40,66,142950
April 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,423,378943
November 2023,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,0 - 10,1631,618262
November 2023,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,138,204523
November 2023,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,41 - 50,5,13628
December 2023,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,41 - 50,2,5669
December 2023,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,51 - 60,0,0
September 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,21 - 30,241,360294
September 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,51 - 60,6,19923
October 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,41 - 50,2,5799
October 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,37,55571
October 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,41 - 50,61,165757
June 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,2274,828159
June 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,11 - 20,1283,1160102
June 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,51,76776
June 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,51 - 60,34,113859
May 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,60+,23,373252
May 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,393,349014
May 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,51 - 60,17,56718
March 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,21 - 30,33,47555
January 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,0 - 10,793,290047
January 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,41 - 50,0,0
July 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,60+,22,134311
July 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,32,68200
July 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,41 - 50,14,38070
February 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,60+,13,111926
February 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,11,37154
April 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,11 - 20,610,542241
April 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,60+,5,111127
November 2023,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,74,68472
November 2023,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,469,419427
November 2023,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,57,82063
December 2023,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,51 - 60,0,0
December 2023,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,0,0
December 2023,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,0 - 10,655,230812
October 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,21 - 30,892,1352481
October 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,21 - 30,458,690457
October 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,60+,21,247964
October 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,0 - 10,1914,692083
October 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,41 - 50,11,29339
June 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,11 - 20,718,633056
May 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,0 - 10,1851,700749
May 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,41 - 50,110,297423
May 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,51 - 60,25,82054
March 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,0 - 10,1612,600110
March 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,0 - 10,2621,968579
March 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,21,55862
March 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,41 - 50,27,71757
March 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,41 - 50,2,5631
January 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,60+,7,158295
July 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,11 - 20,818,722616
July 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,148,138101
February 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,51 - 60,2,6592
April 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,11 - 20,477,412704
December 2023,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,0 - 10,1003,379514
December 2023,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,32,26928
December 2023,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,51 - 60,2,6696
September 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,4,12959
September 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,51 - 60,16,52354
August 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,88,78600
August 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,21 - 30,119,176450
August 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,18,47365
June 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,31 - 40,82,173546
June 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,31 - 40,170,361755
June 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,51 - 60,6,19597
May 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,0 - 10,5262,2041203
May 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,9,24502
March 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,31 - 40,146,304662
March 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,2,5411
January 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,60+,1,6146
January 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,60+,4,42013
January 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,41 - 50,2,5204
July 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,41 - 50,12,32150
February 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,8,11711
February 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,31 - 40,14,27971
April 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,37,53031
December 2023,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,31 - 40,13,27623
December 2023,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,12,32609
December 2023,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,274,239752
October 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,51 - 60,4,12865
October 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,51 - 60,1,3089
June 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,60+,22,177797
June 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,60+,3,14701
June 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,0 - 10,987,374450
June 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,140,211389
May 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,41 - 50,2,5444
March 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,41 - 50,53,142777
July 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,1105,994154
July 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,21 - 30,358,538988
February 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,131,44775
February 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,11 - 20,338,299415
February 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,88,131314
April 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,60+,3,11928
April 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,60+,1,9243
November 2023,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,326,111238
November 2023,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,41 - 50,5,13447
December 2023,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,8,16956
September 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,10,26869
September 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,103,97219
October 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,41 - 50,68,180558
October 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,0 - 10,5480,2045156
October 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,0 - 10,2984,1120484
October 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,51 - 60,6,20235
October 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,17,55766
October 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,60+,8,68620
October 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,11 - 20,882,784965
August 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,21 - 30,284,429442
August 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,2370,837692
August 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,1085,984339
June 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,0 - 10,2815,1046264
June 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,51 - 60,0,0
May 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,11 - 20,1072,970986
May 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,21 - 30,1435,2179156
May 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,41 - 50,218,585671
May 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,7,23587
May 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,51 - 60,75,246781
March 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,21 - 30,106,157168
January 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,60+,18,931083
January 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,31 - 40,5,10157
January 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,7,23734
July 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,51 - 60,2,6745
December 2023,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,51 - 60,0,0
September 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,11 - 20,1255,1126239
August 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,0 - 10,3348,1240384
June 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,21 - 30,296,442469
May 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,60+,29,280375
March 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,31 - 40,94,199540
March 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,106,158647
February 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,620,209385
February 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,21 - 30,373,563505
February 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,41 - 50,6,15678
February 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,51 - 60,2,6586
April 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,0 - 10,1196,452064
November 2023,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,21 - 30,116,173718
November 2023,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,31 - 40,51,105581
November 2023,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,51 - 60,2,6600
December 2023,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,21 - 30,52,76160
December 2023,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,165,53020
December 2023,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,41 - 50,3,8241
September 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,15,22425
September 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,2629,937701
September 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,21 - 30,125,186242
September 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,0 - 10,1679,633266
October 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,3180,1088599
August 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,11 - 20,2678,2430970
August 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,31 - 40,165,347364
August 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,9,19568
August 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,36,76707
August 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,60+,1,7164
June 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,1227,452445
June 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,11 - 20,398,345412
June 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,21 - 30,125,185305
June 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,31 - 40,37,77993
May 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,60+,18,145114
May 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,129,193802
May 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,41 - 50,23,61641
March 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,60+,13,71166
March 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,17,45488
January 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,60+,3,23653
January 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,1494,496317
July 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,11 - 20,1559,1409417
July 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,385,142651
July 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,0 - 10,1204,457831
February 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,0 - 10,473,164362
April 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,31 - 40,202,426345
April 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,25,67217
April 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,0 - 10,649,226438
November 2023,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,241,82726
December 2023,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,0 - 10,488,166416
December 2023,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,31 - 40,57,121486
October 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,31 - 40,28,59868
October 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,60+,29,260814
October 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,21 - 30,291,443049
August 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,60+,29,151132
August 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,51 - 60,4,13876
August 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,159,237186
August 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,31 - 40,127,272369
June 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,0 - 10,4138,1612455
June 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,206,70298
June 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,21 - 30,199,302046
May 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,11 - 20,1194,1070962
May 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,42,65984
May 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,31 - 40,46,96841
January 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,0 - 10,1231,425991
July 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,21 - 30,1432,2183769
July 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,60+,29,194198
July 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,31 - 40,46,96746
February 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,27,23385
April 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,41 - 50,11,29977
April 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,31 - 40,14,29450
April 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,60+,13,101919
November 2023,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,11 - 20,937,826676
November 2023,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,31 - 40,113,237934
November 2023,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,23,61132
December 2023,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,0,0
December 2023,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,220,189420
December 2023,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,121,107078
September 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,11 - 20,951,854481
September 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,1504,530128
August 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,516,458618
August 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,26,86965
June 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,41 - 50,91,245866
May 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,60+,0,0
March 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,0 - 10,2155,781601
March 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,41 - 50,2,5694
January 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,239,82537
January 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,21 - 30,22,32845
January 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,41 - 50,0,0
July 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,21 - 30,599,913672
July 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,60+,24,296562
July 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,60+,2,11148
July 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,1601,574797
July 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,60+,27,243970
February 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,0 - 10,2747,1006428
February 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,21 - 30,148,228377
February 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,31 - 40,15,31401
February 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,41 - 50,5,13460
February 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,51 - 60,3,10196
November 2023,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,60+,24,322354
December 2023,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,21 - 30,62,94365
September 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,60+,14,229060
September 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,41 - 50,157,426129
September 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,0 - 10,3682,1371833
September 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,41 - 50,5,13674
September 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,426,385145
September 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,34,91033
September 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,41 - 50,47,124887
October 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,60+,16,214625
October 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,264,397337
August 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,11 - 20,1272,1142947
August 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,0 - 10,1084,394716
June 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,508,456613
June 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,16,53565
May 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,41 - 50,42,115533
March 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,41 - 50,3,8105
January 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,31 - 40,60,127035
February 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,0 - 10,1849,666308
February 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,1674,579583
February 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,458,406567
February 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,4,13547
April 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,41 - 50,28,74795
November 2023,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,21 - 30,219,332473
December 2023,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,31 - 40,53,112353
December 2023,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,0 - 10,1778,641176
September 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,60+,8,99365
October 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,771,697496
August 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,60+,43,446261
August 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,51 - 60,7,22873
March 2024,member,electric_bike,weekday,4,3:00 PM - 4:59 PM,51 - 60,2,6913
March 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,60+,7,92230
March 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,190,68258
March 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,418,374965
March 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,31 - 40,83,176338
March 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,60+,2,8922
January 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,31 - 40,5,10733
January 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,31 - 40,50,104822
July 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,11 - 20,1364,1224561
July 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,27,39666
February 2024,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,60+,7,111286
February 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,0 - 10,1312,454163
February 2024,member,classic_bike,weekday,4,9:00 AM - 11:59 AM,11 - 20,436,390608
February 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,21 - 30,35,52126
February 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,31 - 40,3,6121
February 2024,member,electric_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,0,0
February 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,51 - 60,2,6844
February 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,51 - 60,0,0
April 2024,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,31 - 40,97,205652
April 2024,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,10,21445
November 2023,member,classic_bike,weekday,4,6:00 AM - 8:59 AM,11 - 20,1002,893302
November 2023,member,classic_bike,weekday,4,12:00 PM - 2:59 PM,21 - 30,232,354556
November 2023,member,classic_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,24,34543
November 2023,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,51 - 60,0,0
September 2024,member,classic_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,883,806325
October 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,41 - 50,111,297552
August 2024,member,electric_bike,weekday,4,6:00 AM - 8:59 AM,11 - 20,821,719827
June 2024,member,classic_bike,weekday,4,3:00 PM - 4:59 PM,60+,35,228448
June 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,2,3875
June 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,51 - 60,62,206630
May 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,15,21839
March 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,51 - 60,17,55826
January 2024,member,classic_bike,weekday,4,5:00 PM - 7:59 PM,60+,19,491824
January 2024,member,electric_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,0,0
January 2024,member,electric_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,1,3307
July 2024,member,electric_bike,weekday,4,5:00 PM - 7:59 PM,41 - 50,33,88980
July 2024,member,electric_bike,weekday,4,9:00 AM - 11:59 AM,60+,13,107356
